"Mã QH","Quận /Huyện"
"058","Thành Phố Bắc Kạn"
"060","Huyện Pác Nặm"
"061","Huyện Ba Bể"
"062","Huyện Ngân Sơn"
"063","Huyện Bạch Thông"
"064","Huyện Chợ Đồn"
"065","Huyện Chợ Mới"
"066","Huyện Na Rì"
