"Mã QH","Quận /Huyện"
"070","Thành phố Tuyên Quang"
"071","Huyện Lâm Bình"
"072","Huyện Na Hang"
"073","Huyện Chiêm Hóa"
"074","Huyện Hàm Yên"
"075","Huyện Yên Sơn"
"076","Huyện Sơn Dương"
