"Mã QH","Quận /Huyện"
"164","Thành phố Thái Nguyên"
"165","Thành phố Sông Công"
"167","Huyện Định Hóa"
"168","Huyện Phú Lương"
"169","Huyện Đồng Hỷ"
"170","Huyện Võ Nhai"
"171","Huyện Đại Từ"
"172","Thành phố Phổ Yên"
"173","Huyện Phú Bình"
