"Mã QH","Quận /Huyện"
"370","Thành phố Tam Điệp"
"372","Huyện Nho Quan"
"373","Huyện Gia Viễn"
"374","Thành phố Hoa Lư"
"375","Huyện Yên Khánh"
"376","Huyện Kim Sơn"
"377","Huyện Yên Mô"
