"Mã QH","Quận /Huyện"
"148","Thành phố Hòa Bình"
"150","Huyện Đà Bắc"
"152","Huyện Lương Sơn"
"153","Huyện Kim Bôi"
"154","Huyện Cao Phong"
"155","Huyện Tân Lạc"
"156","Huyện Mai Châu"
"157","Huyện Lạc Sơn"
"158","Huyện Yên Thủy"
"159","Huyện Lạc Thủy"
