"Mã QH","Quận /Huyện"
"608","Thành phố Kon Tum"
"610","Huyện Đắk Glei"
"611","Huyện Ngọc Hồi"
"612","Huyện Đắk Tô"
"613","Huyện Kon Plông"
"614","Huyện Kon Rẫy"
"615","Huyện Đắk Hà"
"616","Huyện Sa Thầy"
"617","Huyện Tu Mơ Rông"
"618","Huyện Ia H' Drai"
