"Mã QH","Quận /Huyện"
"116","Thành phố Sơn La"
"118","Huyện Quỳnh Nhai"
"119","Huyện Thuận Châu"
"120","Huyện Mường La"
"121","Huyện Bắc Yên"
"122","Huyện Phù Yên"
"123","Thị xã Mộc Châu"
"124","Huyện Yên Châu"
"125","Huyện Mai Sơn"
"126","Huyện Sông Mã"
"127","Huyện Sốp Cộp"
"128","Huyện Vân Hồ"
