"Mã QH","Quận /Huyện"
"256","Thành phố Bắc Ninh"
"258","Huyện Yên Phong"
"259","Thị xã Quế Võ"
"260","Huyện Tiên Du"
"261","Thành phố Từ Sơn"
"262","Thị xã Thuận Thành"
"263","Huyện Gia Bình"
"264","Huyện Lương Tài"
