"Mã QH","Quận /Huyện"
"412","Thành phố Vinh"
"414","Thị xã Thái Hoà"
"415","Huyện Quế Phong"
"416","Huyện Quỳ Châu"
"417","Huyện Kỳ Sơn"
"418","Huyện Tương Dương"
"419","Huyện Nghĩa Đàn"
"420","Huyện Quỳ Hợp"
"421","Huyện Quỳnh Lưu"
"422","Huyện Con Cuông"
"423","Huyện Tân Kỳ"
"424","Huyện Anh Sơn"
"425","Huyện Diễn Châu"
"426","Huyện Yên Thành"
"427","Huyện Đô Lương"
"428","Huyện Thanh Chương"
"429","Huyện Nghi Lộc"
"430","Huyện Nam Đàn"
"431","Huyện Hưng Nguyên"
"432","Thị xã Hoàng Mai"
