"Mã QH","Quận /Huyện"
"582","Thành phố Phan Rang-Tháp Chàm"
"584","Huyện Bác Ái"
"585","Huyện Ninh Sơn"
"586","Huyện Ninh Hải"
"587","Huyện Ninh Phước"
"588","Huyện Thuận Bắc"
"589","Huyện Thuận Nam"
