"Mã QH","Quận /Huyện"
"288","Thành phố Hải Dương"
"290","Thành phố Chí Linh"
"291","Huyện Nam Sách"
"292","Thị xã Kinh Môn"
"293","Huyện Kim Thành"
"294","Huyện Thanh Hà"
"295","Huyện Cẩm Giàng"
"296","Huyện Bình Giang"
"297","Huyện Gia Lộc"
"298","Huyện Tứ Kỳ"
"299","Huyện Ninh Giang"
"300","Huyện Thanh Miện"
