"Mã QH","Quận /Huyện"
"660","Thành phố Gia Nghĩa"
"661","Huyện Đăk Glong"
"662","Huyện Cư Jút"
"663","Huyện Đắk Mil"
"664","Huyện Krông Nô"
"665","Huyện Đắk Song"
"666","Huyện Đắk R'Lấp"
"667","Huyện Tuy Đức"
