"Mã QH","Quận /Huyện"
"132","Thành phố Yên Bái"
"133","Thị xã Nghĩa Lộ"
"135","Huyện Lục Yên"
"136","Huyện Văn Yên"
"137","Huyện Mù Căng Chải"
"138","Huyện Trấn Yên"
"139","Huyện Trạm Tấu"
"140","Huyện Văn Chấn"
"141","Huyện Yên Bình"
